DEBUG 2020-12-11 10:06:15,357 [1    ] Abp.Modules.AbpModuleManager             - Loading Abp modules...
DEBUG 2020-12-11 10:06:15,526 [1    ] Abp.Modules.AbpModuleManager             - Found 15 ABP modules in total.
DEBUG 2020-12-11 10:06:15,551 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: McSaas.Web.Startup.McSaasWebMvcModule, McSaas.Web.Mvc, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,553 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: McSaas.McSaasWebCoreModule, McSaas.Web.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,553 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: McSaas.McSaasApplicationModule, McSaas.Application, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,554 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: McSaas.McSaasCoreModule, McSaas.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,554 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCoreModule, Abp.ZeroCore, Version=5.13.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,554 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.AbpZeroCommonModule, Abp.Zero.Common, Version=5.13.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,554 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AbpKernelModule, Abp, Version=5.13.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,555 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AutoMapper.AbpAutoMapperModule, Abp.AutoMapper, Version=5.13.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,556 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: McSaas.EntityFrameworkCore.McSaasEntityFrameworkModule, McSaas.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,556 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Zero.EntityFrameworkCore.AbpZeroCoreEntityFrameworkCoreModule, Abp.ZeroCore.EntityFrameworkCore, Version=5.13.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,557 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFrameworkCore.AbpEntityFrameworkCoreModule, Abp.EntityFrameworkCore, Version=5.13.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,557 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.EntityFramework.AbpEntityFrameworkCommonModule, Abp.EntityFramework.Common, Version=5.13.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,557 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.AbpAspNetCoreModule, Abp.AspNetCore, Version=5.13.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,557 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.Web.AbpWebCommonModule, Abp.Web.Common, Version=5.13.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,557 [1    ] Abp.Modules.AbpModuleManager             - Loaded module: Abp.AspNetCore.SignalR.AbpAspNetCoreSignalRModule, Abp.AspNetCore.SignalR, Version=5.13.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:15,561 [1    ] Abp.Modules.AbpModuleManager             - 15 modules loaded.
DEBUG 2020-12-11 10:06:15,702 [1    ] o.Configuration.LanguageManagementConfig - Converted Abp (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2020-12-11 10:06:15,702 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpZero (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2020-12-11 10:06:15,702 [1    ] o.Configuration.LanguageManagementConfig - Converted McSaas (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2020-12-11 10:06:15,702 [1    ] o.Configuration.LanguageManagementConfig - Converted AbpWeb (Abp.Localization.Dictionaries.DictionaryBasedLocalizationSource) to MultiTenantLocalizationSource
DEBUG 2020-12-11 10:06:16,382 [1    ] ameworkCore.AbpEntityFrameworkCoreModule - Registering DbContext: McSaas.EntityFrameworkCore.McSaasDbContext, McSaas.EntityFrameworkCore, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
DEBUG 2020-12-11 10:06:17,738 [1    ] Abp.Localization.LocalizationManager     - Initializing 4 localization sources.
DEBUG 2020-12-11 10:06:17,817 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: Abp
DEBUG 2020-12-11 10:06:17,884 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpZero
DEBUG 2020-12-11 10:06:17,911 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: McSaas
DEBUG 2020-12-11 10:06:17,953 [1    ] Abp.Localization.LocalizationManager     - Initialized localization source: AbpWeb
DEBUG 2020-12-11 10:06:18,220 [1    ] Abp.BackgroundJobs.BackgroundJobManager  - Start background worker: Castle.Proxies.BackgroundJobManagerProxy
DEBUG 2020-12-11 10:06:18,424 [1    ] , Culture=neutral, PublicKeyToken=null]] - Start background worker: Abp.Authorization.Users.UserTokenExpirationWorker`2[[McSaas.MultiTenancy.Tenant, McSaas.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null],[McSaas.Authorization.Users.User, McSaas.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null]]
DEBUG 2020-12-11 10:06:18,493 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - Found 10 classes define auto mapping attributes
DEBUG 2020-12-11 10:06:18,493 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - McSaas.Models.TokenAuth.ExternalLoginProviderInfoModel
DEBUG 2020-12-11 10:06:18,499 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - McSaas.Users.Dto.CreateUserDto
DEBUG 2020-12-11 10:06:18,500 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - McSaas.Users.Dto.UserDto
DEBUG 2020-12-11 10:06:18,504 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - McSaas.Sessions.Dto.TenantLoginInfoDto
DEBUG 2020-12-11 10:06:18,504 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - McSaas.Sessions.Dto.UserLoginInfoDto
DEBUG 2020-12-11 10:06:18,504 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - McSaas.Roles.Dto.PermissionDto
DEBUG 2020-12-11 10:06:18,504 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - McSaas.MultiTenancy.Dto.CreateTenantDto
DEBUG 2020-12-11 10:06:18,505 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - McSaas.MultiTenancy.Dto.TenantDto
DEBUG 2020-12-11 10:06:18,505 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - McSaas.Web.Views.Shared.Components.TenantChange.TenantChangeViewModel
DEBUG 2020-12-11 10:06:18,505 [1    ] Abp.AutoMapper.AbpAutoMapperModule       - McSaas.Web.Models.Roles.EditRoleModalViewModel
